age,educ,rural,black,asian,mixed,nativeamer,disability,employed_ft,employed_pt,unemployed,overtime,student,married,female,occupation,logdailywage,dailywage
37,81,0,1,0,0,0,0,1,0,0,1,0,0,0,1,13.15512,51.665
21,81,0,0,0,0,0,1,0,1,0,0,1,0,0,3,,
36,73,0,0,0,0,0,0,1,0,0,1,0,1,0,5,12.06828,17.42559
46,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.40356,180.0467
35,30,0,0,0,0,1,0,1,0,0,0,0,0,0,5,12.47494,26.16974
34,111,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12.12477,18.43826
47,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13.57481,78.608
25,60,0,0,0,0,0,0,1,0,0,0,0,1,0,4,10.5826,3.944259
35,81,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12.99632,44.07899
54,73,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.34528,62.48562
51,111,0,1,0,0,0,0,1,0,0,0,0,1,0,2,13.99317,119.4423
40,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.97708,117.5353
49,92,0,1,0,0,0,0,1,0,0,0,0,1,0,1,14.064,128.2087
28,40,0,0,0,0,0,0,1,0,0,0,0,1,0,2,10.99261,5.943336
41,111,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14.0468,126.0229
38,73,1,1,0,0,0,0,1,0,0,0,0,0,0,2,12.73332,33.88519
42,73,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12.99631,44.07827
56,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.24733,154.0062
44,81,1,0,0,0,0,1,0,1,0,0,0,1,0,1,13.90956,109.8616
55,92,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.11215,134.5333
55,73,0,1,0,0,0,0,1,0,0,0,0,1,0,5,13.5758,78.68555
43,71,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.43255,68.18407
34,73,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12.34128,22.89555
33,73,1,0,0,0,0,0,1,0,0,1,0,1,0,4,12.09109,17.82769
25,73,0,0,1,0,0,0,0,1,0,0,0,0,0,2,10.33303,3.073108
50,73,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14.34192,169.2838
51,111,0,1,0,0,0,0,1,0,0,1,0,0,0,1,13.51067,73.72442
34,73,1,0,0,0,0,0,1,0,0,0,0,1,0,4,12.24201,20.73182
20,92,0,0,1,0,0,0,0,1,0,0,1,0,0,5,,
20,73,0,0,0,0,0,0,1,0,0,1,1,0,0,4,,
38,124,0,0,0,0,0,0,1,0,0,1,0,0,0,1,14.10934,134.1552
46,81,0,0,0,0,0,0,1,0,0,1,0,1,0,5,14.21602,149.2586
56,81,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13.99056,119.1306
25,81,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10.75513,4.686975
37,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.02394,123.1737
44,73,0,0,0,0,0,0,0,0,1,0,0,0,0,5,,
53,124,0,0,0,0,0,0,1,0,0,1,0,0,0,1,14.58115,215.0373
37,73,0,0,0,0,0,0,0,0,1,0,0,1,0,4,,
30,81,1,0,0,0,0,0,1,0,0,0,0,0,0,3,11.88006,14.43595
48,73,0,0,1,0,0,0,1,0,0,0,0,1,0,2,13.57306,78.47048
48,50,1,0,0,0,1,0,1,0,0,0,0,1,0,4,13.36813,63.93022
42,111,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13.14926,51.36316
47,73,0,0,1,0,0,0,1,0,0,0,0,0,0,3,12.7179,33.36662
25,73,0,0,0,0,0,0,1,0,0,1,0,1,0,4,10.69646,4.419906
46,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,13.79332,97.80545
27,92,0,0,0,0,0,0,1,0,0,0,0,1,0,5,11.45163,9.405414
50,111,0,0,0,0,0,0,1,0,0,0,0,1,0,4,14.14011,138.3476
24,81,1,0,0,0,0,0,0,1,0,0,1,0,0,4,,
27,123,0,0,1,0,0,0,1,0,0,1,0,1,0,1,12.24136,20.71836
43,91,1,0,0,0,0,0,0,1,0,0,0,1,0,4,13.2679,57.83303
59,125,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.89693,108.4822
48,40,0,0,0,0,0,0,1,0,0,0,0,1,0,2,13.75743,94.35704
41,50,0,0,0,0,0,0,0,1,0,0,0,1,0,4,12.98262,43.4792
40,111,1,0,0,0,0,0,1,0,0,0,0,1,0,3,12.7749,35.32378
39,20,0,0,0,0,0,0,1,0,0,1,0,0,0,2,13.11769,49.76678
36,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12.72216,33.50929
47,60,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.46146,70.18402
32,91,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12.34881,23.06852
26,81,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10.86455,5.228959
39,111,0,0,0,0,0,0,1,0,0,1,0,1,0,3,13.81181,99.63029
48,111,0,0,0,0,0,0,1,0,0,1,0,0,0,1,14.74732,253.9107
25,73,0,0,0,0,0,0,1,0,0,0,0,0,0,4,10.70339,4.450631
29,73,0,1,0,0,0,0,0,1,0,0,0,0,0,2,11.08115,6.493552
35,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.36336,63.62574
48,111,0,0,0,0,0,0,1,0,0,1,0,1,0,2,14.01493,122.0697
32,81,0,0,0,0,0,0,1,0,0,0,0,1,0,4,11.55982,10.4801
43,125,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.8185,272.6432
31,91,1,1,0,0,0,0,1,0,0,1,0,1,0,4,11.84532,13.94302
43,73,0,1,0,0,0,0,0,0,1,0,0,1,0,4,,
30,60,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,
40,73,1,0,0,0,0,0,1,0,0,0,0,1,0,5,13.01401,44.86571
49,92,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.34192,169.2838
31,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.75643,34.67744
28,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,11.37805,8.738204
45,123,0,0,0,0,0,0,1,0,0,0,0,1,0,4,14.28176,159.4009
57,60,0,0,0,0,0,1,0,1,0,0,0,0,0,5,13.61261,81.63593
37,91,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13.06821,47.36441
37,123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
25,60,0,0,1,0,0,0,1,0,0,0,0,1,0,5,10.5028,3.641722
31,73,1,0,0,0,0,0,1,0,0,0,0,0,0,5,11.86793,14.26188
50,125,1,0,0,0,0,0,1,0,0,1,0,1,0,1,14.65699,231.9803
37,81,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.03966,46.03123
58,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.54113,206.6011
54,81,1,0,0,0,0,0,1,0,0,1,0,0,0,4,13.71361,90.31208
37,111,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13.62238,82.43761
37,73,0,0,0,0,1,0,0,1,0,0,0,1,0,5,12.93833,41.59543
56,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.59436,217.8963
37,81,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.21281,54.73329
36,60,0,1,0,0,0,0,0,0,1,0,0,1,0,4,,
27,123,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11.92962,15.16945
23,73,1,0,0,0,0,0,1,0,0,0,1,1,0,3,,
37,73,0,0,1,0,0,0,1,0,0,0,0,1,0,5,12.93528,41.46852
21,81,0,0,0,0,0,0,0,1,0,0,1,0,0,1,,
58,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.14195,138.602
32,71,0,0,0,0,0,0,1,0,0,0,0,1,0,5,12.20529,19.98443
46,91,1,0,0,0,0,0,1,0,0,1,0,1,0,4,13.14928,51.36409
60,123,0,0,1,0,0,0,1,0,0,1,0,0,0,1,14.17604,143.4087
57,124,0,0,0,0,0,0,1,0,0,1,0,1,0,3,14.55626,209.7511
21,60,1,0,0,0,0,0,0,1,0,0,1,0,0,5,,
40,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.02342,123.11
31,92,0,0,0,0,0,0,0,1,0,0,0,1,0,5,11.35695,8.555824
41,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.9387,113.1101
23,111,0,1,0,0,0,0,1,0,0,0,1,0,0,4,,
36,81,0,0,0,0,0,0,1,0,0,0,0,1,0,2,12.91272,40.54362
29,111,0,0,0,0,0,0,1,0,0,1,0,1,0,2,11.11048,6.686798
60,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,13.23211,55.79982
45,60,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.77785,96.30418
38,92,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.44991,69.37773
21,81,0,1,0,0,0,0,0,1,0,0,1,0,0,3,,
27,73,1,0,0,0,0,0,1,0,0,0,0,1,0,4,11.06135,6.366237
21,73,0,0,0,0,0,0,0,1,0,0,1,0,0,2,,
26,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,10.8235,5.018646
58,81,1,0,0,0,0,0,1,0,0,0,0,1,0,2,13.61523,81.85015
30,30,1,0,0,0,0,0,0,0,1,0,0,0,0,5,,
52,123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.70709,243.8982
48,111,0,0,0,0,0,0,1,0,0,1,0,1,0,5,14.33827,168.6677
34,81,0,0,0,0,0,0,1,0,0,0,0,1,0,2,12.75451,34.61093
35,123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.48763,72.04476
39,81,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.27514,58.25294
27,81,0,0,0,0,0,0,0,1,0,0,0,0,0,4,11.09081,6.556588
44,123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.55999,210.5335
52,73,0,0,0,0,0,0,0,1,0,0,0,1,0,3,13.5119,73.81496
27,81,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10.90963,5.470038
57,123,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14.23076,151.4752
24,73,0,0,0,0,1,0,1,0,0,0,1,0,0,5,,
36,60,0,1,0,0,0,0,0,0,1,0,0,0,0,5,,
26,40,0,1,0,0,0,0,0,1,0,0,0,1,0,2,10.52298,3.715954
50,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.33893,168.7794
35,111,1,0,0,0,0,0,1,0,0,0,0,1,0,1,13.11625,49.69527
51,73,0,0,0,0,0,0,0,1,0,0,0,1,0,4,13.66011,85.60751
26,81,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10.75778,4.699427
52,81,0,1,0,0,0,0,1,0,0,0,0,1,0,2,13.66242,85.80482
24,91,1,0,0,0,0,0,1,0,0,0,1,0,0,4,,
22,73,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,
28,73,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11.79424,13.24877
33,111,0,0,0,0,0,0,1,0,0,1,0,0,0,5,12.97942,43.34002
40,81,0,0,0,0,0,0,1,0,0,1,0,1,0,1,12.99272,43.92033
43,111,0,0,0,0,0,0,0,1,0,0,0,0,0,2,13.87098,105.7033
45,73,0,0,0,0,0,0,1,0,0,0,0,0,0,3,12.87496,39.04113
47,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.30784,163.6124
30,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,11.09334,6.573161
48,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.43219,185.276
41,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.34773,170.2713
35,81,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.48775,72.05328
24,73,0,0,0,0,0,0,1,0,0,1,1,0,0,2,,
23,111,0,0,0,0,0,0,1,0,0,0,1,0,0,3,,
53,111,0,1,0,0,0,0,1,0,0,0,0,1,0,3,13.90579,109.4476
29,111,0,0,0,0,0,0,1,0,0,1,0,0,0,1,12.48999,26.56642
39,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.07657,129.8307
44,60,0,0,0,0,0,0,1,0,0,0,0,0,0,4,13.3766,64.47411
45,60,1,0,0,0,0,0,1,0,0,0,0,1,0,2,13.24874,56.73559
40,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.10142,133.0977
30,73,0,0,1,0,0,0,0,1,0,0,0,0,0,4,11.67077,11.7098
40,111,0,1,0,0,0,0,1,0,0,0,0,0,0,5,13.90966,109.8726
38,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.85711,104.2477
46,111,1,0,0,1,0,0,1,0,0,0,0,1,0,5,13.88136,106.8064
58,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.59734,218.5462
40,73,0,0,0,0,0,0,1,0,0,1,0,1,0,5,13.31605,60.68594
38,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.56429,77.78545
47,123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.61374,222.1612
51,111,1,0,0,0,0,0,1,0,0,0,0,0,0,3,14.10701,133.8426
38,92,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.64799,84.57578
52,111,0,1,0,0,0,0,0,1,0,0,0,1,0,5,13.92054,111.0747
38,50,0,0,1,0,0,0,1,0,0,0,0,0,0,2,12.09774,17.94662
43,40,0,0,1,0,0,0,1,0,0,0,0,1,0,5,13.38722,65.16235
30,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,11.84111,13.8844
44,81,0,0,0,1,0,0,0,0,1,0,0,0,0,4,,
56,73,0,1,0,0,0,0,0,0,1,0,0,0,0,2,,
38,81,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.28276,58.69886
28,124,0,0,0,0,0,0,1,0,0,1,0,1,0,1,12.05139,17.13377
53,91,0,0,0,0,0,0,1,0,0,0,0,1,0,5,13.92683,111.7752
42,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.30142,162.5653
46,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.60687,220.6404
57,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.47464,71.11543
33,73,1,0,0,0,0,0,0,0,1,0,0,1,0,4,,
52,73,0,1,0,0,0,0,1,0,0,0,0,0,0,3,13.51514,74.05406
44,73,0,1,0,0,0,0,1,0,0,0,0,0,0,3,13.42593,67.73396
48,124,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.72434,248.141
51,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.85868,283.8187
32,81,0,0,0,0,0,0,1,0,0,0,0,1,0,2,12.44569,25.41529
35,81,1,0,0,0,1,0,0,0,1,1,0,0,0,4,,
25,73,0,1,0,0,0,0,1,0,0,0,0,0,0,5,10.89326,5.38127
52,20,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13.73986,92.71388
44,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.4457,187.7975
48,92,0,1,0,0,0,0,1,0,0,0,0,0,0,2,13.79427,97.89867
44,73,0,1,0,0,0,0,1,0,0,0,0,0,0,2,13.25255,56.95178
50,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.17137,142.7413
42,92,0,0,0,0,0,0,1,0,0,1,0,1,0,3,12.89868,39.97832
25,73,0,0,0,0,0,0,0,0,1,1,0,0,0,5,,
20,81,0,0,0,0,0,0,1,0,0,0,1,0,0,2,,
45,73,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13.61393,81.74414
42,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.36362,172.9972
42,124,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.57453,213.6188
34,73,0,0,0,1,0,0,1,0,0,0,0,0,0,5,12.5092,27.08171
42,111,0,0,0,0,0,0,1,0,0,1,0,1,0,3,14.01097,121.587
44,81,0,0,0,0,0,0,1,0,0,0,0,0,0,5,13.849,103.4053
46,92,0,0,1,0,0,0,1,0,0,0,0,1,0,5,14.05762,127.394
47,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.39662,178.8016
31,123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.85587,38.30313
33,91,0,0,0,0,0,0,1,0,0,0,0,1,0,4,12.61782,30.18897
40,92,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.04921,126.327
24,111,0,0,0,0,0,0,0,1,0,0,1,1,0,2,,
42,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.44833,69.26839
25,20,0,0,0,0,0,0,1,0,0,0,0,0,0,4,10.36914,3.186105
49,111,0,1,0,0,0,0,1,0,0,0,0,1,0,1,14.26797,157.2177
44,124,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.74731,253.9073
32,60,0,0,0,0,0,0,1,0,0,1,0,1,0,2,11.98896,16.09682
47,81,1,0,0,0,0,0,1,0,0,1,0,1,0,1,14.13068,137.0496
25,111,0,1,0,0,0,0,1,0,0,0,0,0,0,3,11.02462,6.136631
24,81,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,
33,73,0,0,0,0,0,0,1,0,0,1,0,1,0,4,12.31364,22.27133
45,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.54426,207.2491
56,125,0,0,0,0,0,0,1,0,0,0,0,1,0,1,15.29985,441.2031
55,92,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.1798,143.9498
56,111,0,1,0,0,0,0,1,0,0,0,0,1,0,2,13.58199,79.17393
54,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.3671,173.6008
45,111,0,0,1,0,0,0,1,0,0,0,0,1,0,2,14.30318,162.8519
48,92,1,0,0,0,0,0,1,0,0,1,0,1,0,1,14.25571,155.3022
22,73,0,0,0,0,0,0,0,0,1,0,1,0,0,5,,
35,81,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12.32744,22.58076
34,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.02771,45.48449
50,91,0,0,0,0,0,0,1,0,0,0,0,0,0,2,13.88228,106.9045
59,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.28454,159.8435
57,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.42776,184.4569
22,81,0,0,0,0,1,0,0,1,0,0,1,1,0,3,,
53,73,1,0,0,0,0,0,1,0,0,0,0,1,0,4,12.8957,39.8594
26,73,0,1,0,0,0,0,1,0,0,0,0,0,0,3,11.12434,6.780134
30,73,1,0,0,0,0,0,0,1,0,1,0,1,0,4,11.33436,8.364717
47,73,1,0,0,0,0,0,1,0,0,0,0,1,0,4,13.439,68.62493
50,124,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14.49999,198.2733
51,92,0,0,0,1,0,0,1,0,0,1,0,1,0,3,14.14767,139.3975
60,81,0,0,0,0,0,0,1,0,0,1,0,0,0,5,13.52348,74.67425
35,81,1,0,1,0,0,0,1,0,0,1,0,0,0,2,11.88238,14.46942
58,124,0,0,0,0,0,0,0,1,0,0,0,1,0,1,14.19715,146.4688
50,73,0,0,0,0,0,0,1,0,0,0,0,1,0,4,12.95065,42.11124
38,73,0,0,0,0,0,0,1,0,0,0,0,1,0,2,13.1083,49.30181
44,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,13.55896,77.37151
21,73,0,0,0,0,0,0,0,0,1,0,1,0,0,2,,
44,111,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14.49904,198.0854
36,123,0,0,0,0,1,0,1,0,0,1,0,1,0,1,13.40696,66.46132
23,73,0,0,0,0,0,0,1,0,0,0,1,1,0,5,,
56,125,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.98446,321.8597
23,73,0,0,1,0,0,0,0,1,0,0,1,0,0,1,,
37,73,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12.89832,39.96395
36,91,0,1,0,0,0,0,0,1,0,0,0,1,0,1,12.96042,42.52445
57,125,0,0,1,0,0,0,1,0,0,0,0,1,0,1,14.9085,298.3192
47,73,0,0,0,0,0,0,1,0,0,0,0,0,0,2,13.43828,68.57594
32,73,0,1,0,0,0,0,0,0,1,0,0,0,0,3,,
37,73,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12.81073,36.61232
53,124,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.61116,221.5887
58,73,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.87375,105.9974
50,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.26993,157.5266
28,60,0,1,0,0,0,0,0,0,1,0,0,1,0,0,,
53,81,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13.09679,48.73774
54,60,1,0,0,0,0,0,1,0,0,1,0,1,0,4,13.43094,68.07427
21,111,0,0,0,0,0,0,1,0,0,0,1,1,0,1,,
41,123,0,1,0,0,0,0,1,0,0,1,0,1,0,1,14.4471,188.0595
49,73,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.20115,147.0549
47,73,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.29616,161.7125
55,81,1,0,0,0,0,0,1,0,0,1,0,0,0,1,13.96831,116.5086
39,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,12.47252,26.1064
58,125,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.79477,266.249
35,81,0,0,0,0,0,0,1,0,0,1,0,1,0,3,12.08921,17.79416
43,111,0,0,1,0,0,0,1,0,0,1,0,1,0,3,13.88342,107.0274
48,92,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.09338,132.0316
41,60,1,0,0,0,0,0,1,0,0,0,0,0,0,5,13.16352,52.10086
46,73,1,0,0,0,0,0,1,0,0,0,0,0,0,5,12.96041,42.52397
29,60,0,0,0,0,0,0,1,0,0,0,0,1,0,3,10.56653,3.881395
33,123,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.26219,57.50399
45,10,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.44438,68.99524
37,81,0,0,0,0,0,0,1,0,0,1,0,1,0,2,12.98478,43.57314
26,111,0,0,0,0,0,0,1,0,0,0,0,0,0,3,11.37625,8.72256
39,111,0,0,0,0,0,0,1,0,0,0,0,1,0,3,12.56967,28.76981
31,81,1,0,0,0,0,0,1,0,0,0,0,1,0,5,12.05675,17.22576
38,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.66897,86.36884
38,81,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13.01629,44.96775
55,81,0,0,0,0,0,1,0,1,0,0,0,0,0,3,12.9754,43.16611
56,111,1,0,0,0,0,0,1,0,0,0,0,0,0,1,14.19729,146.4887
46,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.58829,216.5784
47,73,0,0,0,0,1,0,1,0,0,1,0,1,0,3,12.94043,41.68267
34,81,0,0,0,0,0,0,1,0,0,0,0,0,0,4,12.59288,29.44555
58,111,0,1,0,0,0,0,1,0,0,0,0,0,0,4,13.81903,100.3521
46,91,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13.68832,88.05702
46,50,1,0,0,0,0,0,1,0,0,1,0,1,0,4,13.26667,57.76165
53,81,1,0,0,1,0,0,1,0,0,0,0,1,0,5,13.90331,109.1769
27,73,0,1,0,0,0,0,1,0,0,0,0,0,0,5,10.44898,3.450923
31,111,1,0,0,0,0,0,1,0,0,1,0,1,0,1,12.43581,25.16551
47,81,0,1,0,0,0,0,1,0,0,0,0,0,0,4,13.81142,99.59201
49,73,1,0,0,0,0,0,1,0,0,1,0,1,0,4,13.44408,68.97452
25,60,0,1,0,0,0,0,0,0,1,0,0,0,0,5,,
27,30,0,0,0,0,0,0,1,0,0,0,0,1,0,2,10.77918,4.801067
55,81,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.12011,135.6084
54,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.64574,229.3851
49,123,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14.56206,210.9713
36,40,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12.98633,43.64051
33,125,1,0,0,0,0,0,1,0,0,0,0,1,0,1,13.68543,87.80251
36,40,1,0,0,0,0,0,1,0,0,0,0,1,0,4,12.45996,25.78043
38,73,0,0,0,0,0,0,1,0,0,0,0,1,0,5,13.07539,47.70541
36,81,1,0,0,0,0,0,1,0,0,1,0,1,0,5,12.82358,37.08582
37,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13.8221,100.6609
45,111,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13.92078,111.1013
29,73,0,0,0,0,0,0,1,0,0,1,0,1,0,3,10.82942,5.048447
54,73,0,1,0,0,0,0,1,0,0,0,0,1,0,4,12.71074,33.12875
35,123,0,0,1,0,0,0,1,0,0,0,0,1,0,1,13.67147,86.58507
41,50,0,0,0,0,0,0,1,0,0,0,0,1,0,5,13.27433,58.20608
40,73,1,0,0,0,0,0,1,0,0,0,0,1,0,5,12.55082,28.2327
40,91,0,0,0,0,0,0,1,0,0,1,0,0,0,2,13.34385,62.39642
26,81,1,0,0,0,0,0,1,0,0,1,0,1,0,5,10.83608,5.08217
28,81,0,0,0,0,0,0,1,0,0,1,0,1,0,1,12.00102,16.29206
44,111,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.33809,168.638
42,111,1,0,0,0,0,0,1,0,0,1,0,1,0,3,12.78808,35.79252
52,111,0,0,1,0,0,0,1,0,0,0,0,1,0,2,14.02705,123.5585
37,73,0,0,0,0,0,0,1,0,0,1,0,1,0,3,12.97673,43.22362
36,73,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.08927,48.37225
43,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.09812,132.6584
32,92,1,0,0,0,0,0,1,0,0,0,0,0,0,4,12.02148,16.62887
30,50,0,0,0,0,0,0,0,1,0,1,0,1,0,2,11.68597,11.88914
57,73,0,0,0,0,0,0,0,0,1,0,0,0,0,5,,
21,73,0,0,0,0,0,0,1,0,0,1,1,0,0,3,,
35,73,1,0,0,0,0,0,1,0,0,0,0,1,0,3,11.75038,12.68017
57,73,1,0,0,0,0,0,0,1,0,0,0,1,0,5,13.16091,51.96474
42,91,1,0,0,0,0,0,0,0,1,1,0,1,0,4,,
42,123,0,1,0,0,0,0,1,0,0,0,0,1,0,3,13.10051,48.9194
34,73,1,0,0,0,0,0,1,0,0,0,0,1,0,2,12.50125,26.8672
23,50,1,0,0,0,0,0,1,0,0,0,1,1,0,1,,
46,73,1,0,0,0,0,0,1,0,0,0,0,1,0,2,13.67924,87.26059
26,81,1,0,0,0,0,0,1,0,0,1,0,1,0,1,11.04246,6.247105
23,73,0,0,0,0,0,0,1,0,0,0,1,0,0,4,,
31,111,0,0,0,0,0,0,1,0,0,0,0,0,0,3,12.34768,23.0424
60,91,1,0,0,0,0,0,1,0,0,1,0,1,0,4,12.73134,33.81816
26,111,0,0,0,0,0,0,1,0,0,1,0,1,0,3,11.30662,8.135881
49,81,0,0,0,0,0,0,1,0,0,0,0,1,0,1,14.23532,152.1678
38,92,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13.51197,73.82003
40,111,0,1,0,0,0,0,1,0,0,0,0,0,0,3,13.72757,91.58167
35,111,0,0,0,0,0,0,1,0,0,1,0,1,0,1,13.4945,72.54192
33,71,0,0,0,1,0,0,1,0,0,0,0,1,0,2,12.28688,21.68321
40,81,1,0,0,0,0,0,1,0,0,0,0,1,0,2,13.36071,63.45722
38,73,1,0,0,0,0,0,1,0,0,1,0,0,0,1,13.11905,49.83475
56,123,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14.34907,170.4986
60,123,1,1,0,0,0,0,1,0,0,1,0,1,0,1,13.73116,91.91048
